x	y
TCGA.12.3653	2.0009671133511e-05	-1.80282657591199e-05
TCGA.12.5295	-3.48635828250948e-06	-8.99235463412014e-06
TCGA.12.5299	-1.54233425363689e-06	-1.39007281502957e-05
TCGA.12.5301	-8.00131684839069e-07	-1.61393540938393e-05
TCGA.14.0740	-5.58661335810744e-05	-2.55518150804617e-05
TCGA.14.0781	5.6113798980698e-06	6.25108610688914e-06
TCGA.14.0786	2.08757886171026e-05	-1.04514706773233e-05
TCGA.14.0787	1.46812233013914e-06	-2.63905287071266e-05
TCGA.14.0789	3.68150430495955e-05	-1.12432294175103e-05
TCGA.14.0790	3.60130878521007e-05	7.9054964348906e-07
TCGA.14.0813	-2.97158279932227e-07	3.37009500894794e-05
TCGA.14.0817	-1.02258514718702e-05	1.65335475674328e-05
TCGA.14.0862	-2.42888026814717e-05	-3.97600648015599e-05
TCGA.14.0871	-4.10060321869394e-06	-9.591611126819e-06
TCGA.14.1043	4.7468871753722e-06	-1.14037935635127e-05
TCGA.14.1395	1.38725434313632e-05	1.56462157371368e-05
TCGA.14.1450	2.13095394381226e-05	-9.79661374387559e-06
TCGA.14.1456	-2.70059842531627e-05	-1.61956715171654e-05
TCGA.14.1823	3.88566266798982e-05	5.67315804323325e-06
TCGA.14.1825	-2.88941603239457e-05	-1.02028870220705e-05
TCGA.14.1829	2.40198988232221e-05	-1.97766057163607e-05
TCGA.14.2554	4.29498306326952e-05	2.35551749314997e-06
TCGA.14.4157	-3.82919789102493e-05	-2.25955182591264e-05
TCGA.15.0742	1.28835878962775e-05	-2.18101758886556e-05
TCGA.15.1444	-6.70659850863756e-05	-2.69121892202726e-05
TCGA.16.0846	4.15264032795157e-06	3.14535132815951e-05
TCGA.16.0861	-1.08765625140849e-05	2.2415717017887e-05
TCGA.16.1045	4.40434371707969e-06	2.60361432591229e-05
TCGA.16.1048	1.29555866122667e-05	-8.28701048462131e-06
TCGA.19.1390	-3.71589255507648e-05	-4.30284150852426e-07
TCGA.19.2619	2.66514277239432e-07	-1.12429957028302e-05
TCGA.19.2620	2.58062811643302e-05	-1.8428926615605e-05
TCGA.19.2623	-2.94665753890571e-05	-2.99734731150103e-06
TCGA.19.2624	1.9836989643618e-05	6.9977221954361e-06
TCGA.19.2625	-2.55536238127878e-05	1.81393309946067e-05
TCGA.19.2629	-4.33118861924774e-05	-2.67630965144401e-05
TCGA.19.2631	-2.28015356989767e-06	-6.40154436346624e-06
TCGA.19.5947	-6.12955210950668e-06	-2.54974915545165e-05
TCGA.19.5950	2.55580441405215e-05	-1.30308133932521e-05
TCGA.19.5951	1.14058265754983e-05	-1.80399235419755e-05
TCGA.19.5952	-1.76537540776874e-06	1.03710719733896e-05
TCGA.19.5953	2.08330490314434e-05	1.24229286921796e-05
TCGA.19.5954	6.94145695892341e-06	-7.84973772807034e-06
TCGA.19.5955	1.39990349416831e-05	1.8103946452083e-05
TCGA.19.5958	1.79161630755702e-05	-1.29243596639163e-05
TCGA.19.5959	1.30044602014811e-05	3.71465032261596e-05
TCGA.19.5960	-1.04206850546936e-05	-1.35530043849954e-06
TCGA.26.1439	3.81865522954217e-06	-1.17542316733245e-05
TCGA.26.1442	-3.59439271376061e-05	-8.34909582103127e-06
TCGA.26.5132	-1.24626099956705e-05	3.03589014227896e-05
TCGA.26.5133	-3.8957981263175e-05	-2.07415101217076e-05
TCGA.26.5134	-8.13704396521284e-06	-2.70313601688709e-05
TCGA.26.5135	5.00859250869731e-06	-7.02963276221379e-06
TCGA.26.5136	-4.81627587058937e-05	-3.12663232299916e-06
TCGA.26.5139	2.40625459218191e-05	-1.63159870611737e-05
TCGA.26.6173	-4.91518411307422e-06	-4.83808221859397e-06
TCGA.26.6174	7.23808721311164e-07	3.11552180748685e-05
TCGA.27.1830	-1.74438829165809e-05	8.67563784422481e-06
TCGA.27.1831	1.53537362121765e-05	-1.15586515479824e-05
TCGA.27.1832	-6.78520664823625e-06	-2.18152888428703e-05
TCGA.27.1833	2.51593876813412e-05	-2.23351035200274e-05
TCGA.27.1834	-2.61133975120288e-05	2.65839966000722e-05
TCGA.27.1835	-2.17772004635159e-05	6.6333604269705e-07
TCGA.27.1836	-2.31328221008854e-05	-1.51981234654615e-05
TCGA.27.1837	-7.93189961004963e-06	1.3783701083768e-05
TCGA.27.1838	-1.97349972156894e-06	2.71861604350536e-05
TCGA.27.2518	2.06234806183706e-05	-1.00469394363972e-05
TCGA.27.2519	-4.29102832597624e-05	2.08909011188104e-05
TCGA.27.2521	-2.62783742702714e-05	-2.40931510836038e-05
TCGA.27.2523	2.17547447685405e-05	1.94222853923053e-06
TCGA.27.2524	9.31335397365666e-06	1.74353418401248e-05
TCGA.27.2526	4.13335098501102e-06	9.68153657638332e-06
TCGA.27.2527	4.16795932228215e-06	-9.07207723761867e-06
TCGA.27.2528	3.00990368578303e-05	-1.52019498941408e-05
TCGA.28.1747	1.57981589082896e-05	-2.25353053856754e-05
TCGA.28.1753	-1.91453430093221e-06	3.70457679485353e-05
TCGA.28.2501	2.92156188732603e-05	-3.14935863306307e-07
TCGA.28.2502	7.13094820836134e-06	1.78772438246098e-05
TCGA.28.2509	-2.27476217217137e-05	6.46582333481424e-06
TCGA.28.2510	-3.7807783010687e-06	2.51814067536638e-05
TCGA.28.2513	1.91684292773385e-05	1.88179271351451e-05
TCGA.28.2514	-9.64057478192959e-07	-2.42002739841153e-05
TCGA.28.5204	-5.40847458371221e-06	-1.38828263407535e-05
TCGA.28.5207	-1.31835283768406e-05	-1.05454031044643e-05
TCGA.28.5208	2.5372747255833e-05	-1.43749567003417e-05
TCGA.28.5209	4.03522101077e-05	1.94246073095372e-05
TCGA.28.5211	6.29099510910873e-07	-8.03423200580394e-06
TCGA.28.5213	5.28428733770644e-06	-2.1016058179208e-05
TCGA.28.5214	1.83242523993089e-05	-2.33013384094164e-05
TCGA.28.5215	-7.54518904443078e-06	2.53273906583334e-06
TCGA.28.5216	-1.00291967625509e-06	5.78070964370957e-05
TCGA.28.5218	4.31530044925403e-05	7.36422853987899e-07
TCGA.28.5219	-1.98340258692901e-05	1.98560022154337e-05
TCGA.28.5220	-6.37353479252945e-06	-2.77030608228089e-05
TCGA.28.6450	1.09207681190032e-05	-3.73730266797686e-07
TCGA.32.1970	-1.16339671596932e-06	1.60329522418259e-05
TCGA.32.1977	1.82428943222804e-05	1.82167858817091e-05
TCGA.32.1979	3.9958776000306e-05	-6.99210417203407e-06
TCGA.32.1980	1.45025213088292e-06	-4.67125928018855e-06
TCGA.32.1982	3.19632369644695e-05	2.87705769871972e-05
TCGA.32.1986	-1.1403254439618e-06	-1.01411699448007e-05
TCGA.32.1991	9.6766179735457e-06	9.65168976353313e-06
TCGA.32.2491	-2.15582626802794e-05	6.62992208288156e-06
TCGA.32.2494	-1.63776318690745e-06	-2.06946234644538e-05
TCGA.32.2495	3.12767011681414e-05	2.59519434610503e-05
TCGA.32.2615	2.2892468842289e-06	-2.02759822779185e-05
TCGA.32.2632	4.1492044262318e-05	1.91145706721083e-05
TCGA.32.2634	-3.61235542136529e-05	1.50458653348147e-05
TCGA.32.2638	1.83039319307107e-05	-1.97506270907405e-05
TCGA.32.4208	-4.88335260885584e-05	-1.87818441953523e-05
TCGA.32.4210	-2.82431711260175e-05	3.01304347488327e-05
TCGA.32.4211	1.27029393807318e-05	-2.28568954277342e-06
TCGA.32.4213	6.05768994708634e-07	3.81857483689856e-05
TCGA.32.4719	-1.0794629866024e-05	3.86747548700631e-07
TCGA.32.5222	2.60589737309094e-05	2.93938323242816e-05
TCGA.41.2571	-1.70342422985616e-06	1.92583336377472e-05
TCGA.41.2572	2.20621655528689e-05	-6.53700779234097e-06
TCGA.41.2573	-1.48478970427991e-05	1.93390723791532e-05
TCGA.41.2575	-1.28617914816292e-05	-2.69471768041778e-06
TCGA.41.3392	-6.96736661321717e-06	8.65661528319419e-06
TCGA.41.3393	2.52007886543214e-05	-1.66352109080139e-05
TCGA.41.3915	8.2322741255553e-06	2.62426961322474e-05
TCGA.41.4097	1.48932377717604e-06	2.08846685594019e-05
TCGA.41.5651	-1.85924450317056e-05	-5.39399050291801e-06
TCGA.41.6646	7.96596946001746e-07	-1.5674237403987e-05
TCGA.74.6573	-2.57441723704053e-05	-1.62051499621534e-05
TCGA.74.6575	3.13942275769316e-06	-1.93062193188919e-05
TCGA.74.6577	5.58802878845219e-06	1.81410256877514e-05
TCGA.74.6578	2.79745923616566e-05	-1.74093948452604e-05
TCGA.74.6584	-1.92671936421822e-06	1.91084583166702e-06
TCGA.76.4925	-2.84301853886605e-05	1.5855040416577e-06
TCGA.76.4926	1.03217062332594e-05	-1.52689743171243e-05
TCGA.76.4928	-4.08097681706771e-06	-1.51675612581357e-05
TCGA.76.4929	-5.29072924716194e-05	-2.00844578902786e-05
TCGA.76.4931	-7.09992233345828e-06	2.43891128783628e-05
TCGA.76.4934	-1.62424284005388e-05	2.10002786237097e-05
TCGA.76.4935	-5.07641843967399e-06	1.67120687308972e-05
TCGA.76.6191	4.36919568464694e-06	2.13933982076637e-05
TCGA.76.6192	2.70879938932244e-06	2.60724996722221e-05
TCGA.76.6193	-4.84718180558693e-05	-1.75255078608636e-05
TCGA.76.6280	2.372612751568e-05	-1.67590383213661e-05
TCGA.76.6282	1.07770822044543e-05	-1.40818177356676e-05
TCGA.76.6283	-1.95388362153748e-05	3.81255566623109e-05
TCGA.76.6285	-3.35471859419109e-05	-1.33643833511455e-05
TCGA.76.6286	-3.20767558845481e-05	3.16962850889e-05
TCGA.76.6656	2.90797875669035e-05	-1.16492704218027e-05
TCGA.76.6657	-1.9596848462984e-06	6.67678103689269e-06
TCGA.76.6660	1.93779738352309e-05	-8.14502486954529e-06
TCGA.76.6661	3.45177303280686e-05	3.24626693760002e-05
TCGA.76.6662	-2.95335231836812e-05	3.90719222880231e-05
TCGA.76.6663	8.51026989478056e-06	2.00393701459169e-05
TCGA.76.6664	-2.11523259654595e-05	1.72278944654892e-05
TCGA.81.5910	1.14119287749218e-05	2.29117558810167e-05
TCGA.81.5911	2.3039956331879e-05	1.94181516670857e-05
TCGA.87.5896	1.08395086984047e-05	-1.90923438439058e-05
